Recording ID,Timestamp,Acceleration X,Acceleration Y,Acceleration Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Shot Type,Recording Key,Relative Timestamp,Acceleration Magnitude,Gyroscope Magnitude,Dynamic Acceleration
1,9607247430,-0.1369,0.093,0.9794,5.18,-0.98,1.96,Cut,Cut_1,0,0.9932849389777336,5.624446639448187,0.006715061022266378
1,9607280856,-0.1479,0.0769,0.9984,5.32,-1.75,1.05,Cut,Cut_1,33426,1.0122206182448568,5.698017198991242,0.012220618244856762
1,9607320845,-0.153,0.0769,1.0263,2.31,-2.87,0.14,Cut,Cut_1,73415,1.040487529958913,3.686814343033834,0.040487529958912916
1,9607360890,-0.1545,0.1025,1.0424,-2.66,-4.55,-0.21,Cut,Cut_1,113460,1.0587607189540043,5.274675345459661,0.058760718954004254
1,9607400849,-0.1984,0.0864,1.1258,0.91,-8.19,0.0,Cut,Cut_1,153419,1.1464088101545626,8.24040047570505,0.14640881015456264
1,9607440865,-0.3089,0.0849,1.2634,1.75,-16.87,1.89,Cut,Cut_1,193435,1.3033828217373438,17.065506145438523,0.30338282173734377
1,9607480853,-0.4817,-0.0124,1.4662,-1.19,-38.22,6.23,Cut,Cut_1,233423,1.543350605014946,38.742707700933856,0.5433506050149459
1,9607520844,-0.6544,-0.019,1.6433,-11.76,-77.21,10.29,Cut,Cut_1,273414,1.7689079258118552,78.7754136771112,0.7689079258118552
1,9607560844,-0.7144,-0.0739,1.7605,-26.46,-122.64,6.65,Cut,Cut_1,313414,1.901364988633166,125.63806628566041,0.901364988633166
1,9607600842,-0.6961,-0.1523,1.6155,-55.93,-170.94,-4.55,Cut,Cut_1,353412,1.7656700569472203,179.91484374558982,0.7656700569472203
1,9607640842,-0.6405,0.0176,1.4032,-70.07,-212.94,-16.24,Cut,Cut_1,393412,1.542569366349533,224.75984094139238,0.542569366349533
1,9607680841,-0.6032,-0.0512,1.1836,-70.14,-246.75,-29.54,Cut,Cut_1,433411,1.3294286893248541,258.2204362555373,0.32942868932485414
1,9607720842,-0.5607,0.0615,0.8616,-83.65,-272.23,-36.82,Cut,Cut_1,473412,1.0298161486401347,287.1623370151455,0.02981614864013471
1,9607760841,-0.4085,0.1325,0.5248,-84.0,-289.87,-35.63,Cut,Cut_1,513411,0.6781176446605707,303.8916152183209,0.3218823553394293
1,9607800840,-0.2913,0.3638,0.1654,-66.5,-294.28,-26.6,Cut,Cut_1,553410,0.4945334063539085,302.8704812291881,0.5054665936460915
1,9607840846,-0.2306,0.3426,-0.0849,-26.6,-284.34,-19.95,Cut,Cut_1,593416,0.4216149072317059,286.27748444472536,0.5783850927682941
1,9607880840,-0.1259,0.2818,-0.2152,-22.54,-262.92,-18.69,Cut,Cut_1,633410,0.3762619964864908,264.5454480802874,0.6237380035135092
1,9607920840,-0.0842,0.3382,-0.4502,1.47,-236.67,-28.0,Cut,Cut_1,673410,0.5693407766882678,238.32509267804764,0.43065922331173223
1,9607960852,0.0798,0.2255,-0.5124,-5.46,-224.0,-41.44,Cut,Cut_1,713422,0.565483907817013,227.86637575561693,0.43451609218298703
1,9608000843,0.3272,0.4582,-0.4721,20.65,-206.57,-73.64,Cut,Cut_1,753413,0.7347690045177464,220.2735503867861,0.2652309954822536
1,9608040869,0.5944,0.2752,-0.5124,28.77,-179.27,-129.15,Cut,Cut_1,793439,0.8316250116488801,222.81195726441615,0.16837498835111986
1,9608080848,0.822,0.8133,-0.7847,21.98,-130.34,-207.62,Cut,Cut_1,833418,1.3974601890572769,246.12537536792098,0.39746018905727687
1,9608120843,1.2817,0.6529,-1.1368,9.59,-34.02,-316.54,Cut,Cut_1,873413,1.8333978128055024,318.50729991634415,0.8333978128055024
1,9608160842,2.0781,0.9414,-1.4911,24.22,118.16,-421.75,Cut,Cut_1,913412,2.7254564351682458,438.65870161208477,1.7254564351682458
1,9608200846,2.9778,1.2122,-1.6353,107.45,332.29,-465.85,Cut,Cut_1,953416,3.6070663661762588,582.2184891430364,2.6070663661762588
1,9608240843,4.2112,0.8733,-1.3688,170.52,562.87,-441.0,Cut,Cut_1,993413,4.513365902516657,735.1059157019483,3.5133659025166573
1,9608280842,5.5398,0.5036,-1.3615,133.28,751.17,-383.88,Cut,Cut_1,1033412,5.726838503921688,854.0396839140437,4.726838503921688
1,9608320846,6.7564,0.8477,-0.5827,244.65,882.98,-238.0,Cut,Cut_1,1073416,6.834257497343804,946.6526833532984,5.834257497343804
1,9608360840,8.7489,1.6799,1.4677,319.2,872.97,1.26,Cut,Cut_1,1113410,9.028812685508544,929.4981702510232,8.028812685508544
1,9608400839,6.4167,-0.3777,2.6293,719.88,611.17,326.27,Cut,Cut_1,1153409,6.944776070543959,999.1036463750895,5.944776070543959
1,9608440847,2.9221,-1.4186,3.1886,349.02,219.8,335.02,Cut,Cut_1,1193417,4.551732014299612,531.3806552745405,3.5517320142996116
1,9608480840,1.1214,-0.5065,2.6096,8.61,25.55,196.42,Cut,Cut_1,1233410,2.8851503201739765,198.26182436364292,1.8851503201739765
1,9608520855,0.1325,-0.3645,2.2502,-50.82,-40.81,129.99,Cut,Cut_1,1273425,2.283378317318442,145.41502192002037,1.283378317318442
1,9608560851,-0.3916,-0.3353,1.9208,-137.69,-45.85,109.13,Cut,Cut_1,1313421,1.988780855197475,181.5767482361109,0.988780855197475
1,9608600840,-0.6229,0.0146,1.5665,-55.16,-28.14,113.68,Cut,Cut_1,1353410,1.6858647098744313,129.45125569109015,0.6858647098744313
1,9608640839,-0.9553,-0.2877,1.4003,-77.14,-20.44,116.55,Cut,Cut_1,1393409,1.7193631001042218,141.25252457920885,0.7193631001042218
1,9608680859,-0.8908,-0.0029,1.0885,-59.64,-9.24,112.63,Cut,Cut_1,1433429,1.4065437426543121,127.7803744711996,0.40654374265431215
1,9608720841,-1.0116,-0.1793,1.0175,-41.3,-12.74,102.13,Cut,Cut_1,1473411,1.4459561888245438,110.89875788303492,0.4459561888245438
1,9608760842,-0.967,-0.0622,0.9026,-26.95,-19.81,93.24,Cut,Cut_1,1513412,1.3242524683760268,99.05774174692253,0.32425246837602684
1,9608800846,-1.0599,-0.161,0.7657,-35.07,-38.43,83.02,Cut,Cut_1,1553416,1.317423811838848,97.97494679763801,0.31742381183884794
1,9608840839,-1.1653,-0.0813,0.5607,-33.81,-49.56,71.19,Cut,Cut_1,1593409,1.2957307860817384,93.09847367169883,0.2957307860817384
1,9608880841,-1.1902,-0.0234,0.4282,-20.44,-52.22,52.85,Cut,Cut_1,1633411,1.2651003280372668,77.05741041587109,0.2651003280372668
1,9608920842,-1.1222,-0.0417,0.3235,-5.53,-52.36,36.89,Cut,Cut_1,1673412,1.1686419383198603,64.28858841194136,0.1686419383198603
1,9608960857,-1.0614,-0.0366,0.2094,-13.72,-50.05,23.17,Cut,Cut_1,1713427,1.0824776579680524,56.83387898076287,0.0824776579680524
1,9609000883,-0.9904,0.1039,0.1625,4.97,-42.42,15.47,Cut,Cut_1,1753453,1.0090062536971711,45.4255236623641,0.009006253697171118
1,9609040847,-0.9223,0.0066,0.1222,29.12,-33.46,6.86,Cut,Cut_1,1793417,0.9303836251783455,44.884358077174284,0.0696163748216545
1,9609080845,-0.8674,0.0483,0.1274,11.48,-26.6,-4.55,Cut,Cut_1,1833415,0.8780355402829659,29.326658520874826,0.12196445971703407
1,9609120843,-0.8513,0.1362,0.1464,22.4,-19.32,-14.84,Cut,Cut_1,1873413,0.8744684614095581,33.094531270286936,0.12553153859044186
1,9609160844,-0.833,0.1296,0.1479,21.7,-12.04,-27.09,Cut,Cut_1,1913414,0.8558969388892567,36.73853154387094,0.14410306111074334
1,9609200839,-0.8477,0.2101,0.1427,23.24,-7.84,-38.71,Cut,Cut_1,1953409,0.8849297090729862,45.82605481601051,0.11507029092701382
2,9614411404,-0.6288,0.1215,1.3886,-44.17,-142.87,-20.65,Cut,Cut_2,0,1.5291702488604728,150.96108207084367,0.5291702488604728
2,9614443836,-0.7803,0.2079,1.2598,-49.91,-162.4,-23.38,Cut,Cut_2,32432,1.4963911721204453,171.49749998177816,0.49639117212044526
2,9614483834,-1.0592,0.3345,1.2261,-48.3,-175.7,-30.03,Cut,Cut_2,72430,1.6544231925356945,184.67588066664254,0.6544231925356945
2,9614523833,-0.8579,0.0168,1.2041,-73.15,-189.0,-45.57,Cut,Cut_2,112429,1.4785572224300283,207.72228431249258,0.4785572224300283
2,9614563831,-0.5907,0.2921,1.1544,-112.7,-220.57,-56.0,Cut,Cut_2,152427,1.3292434916146854,253.94569281639724,0.32924349161468536
2,9614603837,-0.4729,0.2211,0.9165,-116.34,-252.28,-47.04,Cut,Cut_2,192433,1.0547473014897928,281.76755597477865,0.05474730148979279
2,9614643831,-0.2657,0.3221,0.5468,-142.94,-273.98,-33.25,Cut,Cut_2,232427,0.6879935610163804,310.8093410758435,0.31200643898361957
2,9614683857,-0.0695,0.2503,0.1391,-139.23,-282.59,-10.29,Cut,Cut_2,272453,0.29466786387388766,315.19515399193557,0.7053321361261123
2,9614723845,0.0403,0.4392,-0.0871,-119.42,-270.41,2.87,Cut,Cut_2,312441,0.4495632769699945,295.6195889991054,0.5504367230300056
2,9614763831,0.1464,0.3726,-0.1325,-90.79,-247.45,-7.56,Cut,Cut_2,352427,0.42168705220815117,263.6882253723135,0.5783129477918488
2,9614803833,0.3528,0.3748,-0.2277,-70.63,-222.81,-36.33,Cut,Cut_2,392429,0.562841158765064,236.54336156400583,0.437158841234936
2,9614843841,0.5358,0.3323,-0.3982,-17.08,-198.24,-72.66,Cut,Cut_2,432437,0.7456997854364718,211.82610698400705,0.25430021456352825
2,9614883833,0.5168,0.4677,-0.5307,-0.63,-158.69,-130.9,Cut,Cut_2,472429,0.876052521256574,205.7127195872924,0.12394747874342604
2,9614923831,0.7767,0.3689,-0.6976,-17.43,-106.68,-193.62,Cut,Cut_2,512427,1.1072469733532804,221.7501560315122,0.10724697335328037
2,9614963845,0.9428,0.65,-0.781,21.35,-47.95,-250.67,Cut,Cut_2,552441,1.386121509825167,256.1063722362253,0.3861215098251669
2,9615003832,1.1793,0.7657,-0.8162,50.05,28.77,-318.22,Cut,Cut_2,592428,1.625800547422715,323.41410575298045,0.6258005474227151
2,9615043837,1.696,0.6756,-0.833,90.93,130.06,-373.66,Cut,Cut_2,632433,2.0066739545825576,405.96263879820276,1.0066739545825576
2,9615083841,2.6418,1.0124,-0.6464,145.95,266.77,-396.55,Cut,Cut_2,672437,2.9020499582191897,499.71945919685777,1.9020499582191897
2,9615123832,3.7735,0.8755,-0.4451,176.61,443.94,-400.19,Cut,Cut_2,712428,3.8992199873820916,623.2381982837702,2.8992199873820916
2,9615163833,4.3905,0.6449,-0.5292,201.25,626.71,-342.51,Cut,Cut_2,752429,4.469053468017585,742.0108400151578,3.4690534680175853
2,9615203831,5.0523,0.5439,-0.2899,315.42,801.92,-166.25,Cut,Cut_2,792427,5.089754857554536,877.6129701069827,4.089754857554536
2,9615243854,7.0294,0.9033,0.612,300.58,873.11,-22.47,Cut,Cut_2,832450,7.113575700728854,923.6743524641139,6.113575700728854
2,9615283854,7.2936,2.0884,1.9061,389.83,770.14,155.26,Cut,Cut_2,872450,7.822482517078577,877.0340450062358,6.822482517078577
2,9615323834,4.6284,-0.0117,2.4603,592.62,487.83,379.33,Cut,Cut_2,912430,5.2416886153223565,856.1937994402903,4.2416886153223565
2,9615363834,2.1294,-0.2716,2.7267,146.86,230.93,347.69,Cut,Cut_2,952430,3.4703031294110316,442.475830526369,2.4703031294110316
2,9615403862,1.371,-0.1127,2.3483,67.9,109.83,283.99,Cut,Cut_2,992458,2.7215538172154528,311.96691972066526,1.7215538172154528
2,9615443856,0.6603,-0.7379,2.521,-23.59,35.77,256.2,Cut,Cut_2,1032452,2.708492846584609,259.75838966239377,1.7084928465846092
2,9615483833,0.3067,-0.336,2.2707,-36.61,7.14,238.28,Cut,Cut_2,1072429,2.315823693634729,241.18173666345467,1.3158236936347292
2,9615523832,-0.1383,-0.8374,2.1338,-57.4,-11.06,229.95,Cut,Cut_2,1112428,2.296403294284347,237.2637479683738,1.2964032942843469
2,9615563830,-0.295,-0.5439,1.8095,-57.26,-20.58,210.56,Cut,Cut_2,1152426,1.9123656710995416,219.1751756016178,0.9123656710995416
2,9615603840,-0.3514,-0.9289,1.4999,-57.89,-50.47,186.55,Cut,Cut_2,1192436,1.7988988798706835,201.74086224659595,0.7988988798706835
2,9615643831,-0.6083,-0.6332,1.3491,-48.16,-76.3,157.85,Cut,Cut_2,1232427,1.6096713763995432,181.81776068360318,0.6096713763995432
2,9615683830,-0.6544,-0.7715,1.1031,-27.37,-92.54,115.57,Cut,Cut_2,1272426,1.4967569007691262,150.56292173041808,0.49675690076912615
2,9615723835,-0.6515,-0.5922,0.8989,-2.38,-99.54,75.46,Cut,Cut_2,1312431,1.2582425441861358,124.93233208421269,0.2582425441861358
2,9615763830,-0.6734,-0.5724,0.7064,6.16,-100.24,45.92,Cut,Cut_2,1352426,1.131419586183658,110.42938739303047,0.131419586183658
2,9615803830,-0.6983,-0.4692,0.5117,-5.04,-97.09,22.61,Cut,Cut_2,1392426,0.984686965487002,99.81523831559988,0.015313034512998036
2,9615843834,-0.7144,-0.3265,0.3287,-3.64,-91.35,9.8,Cut,Cut_2,1432430,0.8514771282894216,91.94624570910983,0.14852287171057843
2,9615883830,-0.7525,-0.3235,0.2416,10.99,-81.2,0.91,Cut,Cut_2,1472426,0.8539783720914715,81.94539767430506,0.14602162790852846
2,9615923832,-0.7957,-0.2342,0.1764,7.56,-66.99,-9.03,Cut,Cut_2,1512428,0.8480006426884357,68.01731103182482,0.15199935731156433
2,9615963844,-0.795,-0.1947,0.1574,17.57,-55.58,-17.01,Cut,Cut_2,1552440,0.8334913616828911,60.72216563990451,0.16650863831710894
2,9616003841,-0.8242,-0.1654,0.101,20.37,-44.1,-24.71,Cut,Cut_2,1592437,0.8466780970357034,54.50074311419983,0.1533219029642966
2,9616043840,-0.8594,-0.1208,0.1083,20.37,-35.77,-31.57,Cut,Cut_2,1632436,0.8745798362642487,51.87576216307574,0.12542016373575127
2,9616083832,-0.8974,-0.0542,0.0739,23.24,-27.16,-39.69,Cut,Cut_2,1672428,0.9020674087893875,53.414036544713596,0.09793259121061249
2,9616123841,-0.904,-0.0578,0.0725,31.5,-20.79,-47.53,Cut,Cut_2,1712437,0.9087425873150218,60.69246246446094,0.09125741268497822
2,9616163834,-0.8821,-0.0095,0.0944,19.32,-18.9,-56.98,Cut,Cut_2,1752430,0.8871877028002586,63.06498870213171,0.1128122971997414
2,9616203833,-0.9062,0.0937,0.1354,21.77,-16.66,-62.58,Cut,Cut_2,1792429,0.9210381588186235,68.32089651051133,0.0789618411813765
2,9616243833,-0.9699,0.161,0.1574,57.19,-10.08,-66.5,Cut,Cut_2,1832429,0.9956916038613562,88.28676288096648,0.004308396138643755
2,9616283857,-0.9736,0.0937,0.1362,76.16,-2.45,-70.35,Cut,Cut_2,1872453,0.9875358677030419,103.70858498697203,0.012464132296958086
2,9616323835,-1.0006,0.1398,0.1815,65.31,5.11,-77.98,Cut,Cut_2,1912431,1.0264924013357333,101.84492427215017,0.026492401335733273
2,9616363830,-0.9926,0.1618,0.1435,64.12,14.0,-82.67,Cut,Cut_2,1952426,1.0158869277631246,105.55426708570337,0.015886927763124614
3,9623451415,0.0659,0.0007,0.997,4.34,-2.38,10.43,Cut,Cut_3,0,0.9991758103557151,11.544907968450852,0.0008241896442848784
3,9623485125,0.06,0.0102,0.9875,-2.52,-1.54,8.75,Cut,Cut_3,33710,0.9893736857224372,9.234960747074132,0.010626314277562776
3,9623525144,0.0622,0.0454,0.9611,-2.87,-0.56,7.07,Cut,Cut_3,73729,0.9641800713559682,7.650843090797249,0.03581992864403183
3,9623565123,0.0659,0.0139,0.9611,-2.24,-0.21,6.16,Cut,Cut_3,113708,0.9634569165250721,6.557995120461741,0.03654308347492785
3,9623605124,0.0512,0.0534,0.9626,-1.61,0.77,5.6,Cut,Cut_3,153709,0.9654386360613502,5.877499468311332,0.034561363938649836
3,9623645123,0.0307,0.0351,1.008,4.13,2.31,5.81,Cut,Cut_3,193708,1.0090780445535419,7.493270314088502,0.009078044553541886
3,9623685118,-0.0249,0.0417,1.1039,-1.19,1.47,3.64,Cut,Cut_3,233703,1.104967922611331,4.102023890715411,0.10496792261133092
3,9623725144,-0.1332,0.019,1.2561,-0.35,-3.36,1.4,Cut,Cut_3,273729,1.2632855773735407,3.656788208250513,0.26328557737354075
3,9623765129,-0.2906,-0.0022,1.4267,-28.35,-21.0,-2.1,Cut,Cut_3,313714,1.4559965968366824,35.343068627384355,0.45599659683668237
3,9623805121,-0.4085,0.1523,1.5416,-67.76,-57.26,-3.29,Cut,Cut_3,353706,1.6020605793789449,88.77471092602893,0.6020605793789449
3,9623845117,-0.4699,0.1852,1.6551,-70.91,-97.51,0.49,Cut,Cut_3,393702,1.7304511145941106,120.56810647928415,0.7304511145941106
3,9623885120,-0.5556,0.3565,1.8212,-90.51,-140.28,8.33,Cut,Cut_3,433705,1.9371507556202228,167.15240770027813,0.9371507556202228
3,9623925117,-0.5351,0.2108,1.7319,-81.76,-181.72,22.26,Cut,Cut_3,473702,1.8248962326663947,200.50527075366372,0.8248962326663947
3,9623965159,-0.5527,0.3645,1.4757,-95.62,-219.52,34.3,Cut,Cut_3,513744,1.6174139946222799,241.885726738888,0.6174139946222799
3,9624005130,-0.6764,0.2218,1.322,-70.35,-244.51,41.44,Cut,Cut_3,553715,1.501464684899382,257.7819547602198,0.501464684899382
3,9624045121,-0.6215,0.1984,1.079,-85.47,-265.02,42.14,Cut,Cut_3,593706,1.2608988103729815,281.63185348962213,0.26089881037298146
3,9624085118,-0.4568,0.0988,0.8835,-45.92,-280.42,43.33,Cut,Cut_3,633703,0.9994998399199472,287.43957921622416,0.000500160080052825
3,9624125119,-0.2511,0.0095,0.6654,-27.58,-296.94,33.39,Cut,Cut_3,673704,0.7112655059821191,300.0815090937794,0.28873449401788087
3,9624165122,-0.0293,-0.0761,0.4209,3.15,-307.37,15.89,Cut,Cut_3,713707,0.42872661452258826,307.7965748672327,0.5712733854774117
3,9624205120,0.1347,0.0644,0.1464,6.58,-311.08,-17.22,Cut,Cut_3,753705,0.20910382588561116,311.62572294340526,0.7908961741143888
3,9624245139,0.3726,0.03,-0.1003,-1.96,-305.34,-66.57,Cut,Cut_3,793724,0.38702822894460814,312.5186748020028,0.6129717710553919
3,9624285138,0.7767,0.1815,-0.3001,-10.64,-283.64,-115.99,Cut,Cut_3,833723,0.85221191613354,306.62442710912643,0.14778808386646003
3,9624325120,0.9274,0.4392,-0.5475,0.42,-244.23,-185.57,Cut,Cut_3,873705,1.1630664856318405,306.73228424800675,0.16306648563184045
3,9624365117,1.1741,0.519,-0.8557,15.47,-176.82,-281.4,Cut,Cut_3,913702,1.542755424556984,332.70195866571026,0.5427554245569839
3,9624405120,1.9823,0.8191,-1.2049,-3.43,-101.78,-367.85,Cut,Cut_3,953705,2.4601264418724496,381.6864626889458,1.4601264418724496
3,9624445121,2.4215,0.9282,-1.2349,57.75,26.39,-442.26,Cut,Cut_3,993706,2.872315355249141,446.79458613550815,1.8723153552491412
3,9624485117,2.8724,0.7627,-0.9501,194.25,241.15,-456.12,Cut,Cut_3,1033702,3.12010946282338,551.3001354978974,2.12010946282338
3,9624525118,3.0751,0.6852,-1.0973,228.41,501.97,-407.05,Cut,Cut_3,1073703,3.3361364390564123,685.4449004114043,2.3361364390564123
3,9624565116,3.6973,0.8572,-1.3564,328.65,743.75,-285.74,Cut,Cut_3,1113701,4.030464004305212,861.8713550176732,3.0304640043052116
3,9624605117,5.5866,0.3982,0.0373,377.44,823.34,-64.75,Cut,Cut_3,1153702,5.600897614668563,908.0431001334683,4.600897614668563
3,9624645118,5.3341,0.7481,2.6162,453.32,695.52,105.0,Cut,Cut_3,1193703,5.988053010787397,836.8226172851687,4.988053010787397
3,9624685117,3.6871,0.0212,3.2552,488.6,444.78,269.36,Cut,Cut_3,1233702,4.918483799912327,713.5222617410055,3.9184837999123268
3,9624725118,1.8432,-1.1009,2.6462,296.8,135.8,269.43,Cut,Cut_3,1273703,3.407600547305978,423.23091203266335,2.407600547305978
3,9624765116,0.2818,0.2364,1.953,-61.11,-0.63,161.07,Cut,Cut_3,1313701,1.987336207087266,172.2741242903298,0.987336207087266
3,9624805116,-0.5585,0.2035,1.4362,-26.88,-6.58,114.24,Cut,Cut_3,1353701,1.5543503273072,117.54407003332835,0.5543503273071999
3,9624845120,-0.7239,-0.022,1.1697,-55.86,-8.26,71.96,Cut,Cut_3,1393705,1.3757591722390952,91.4702618341065,0.37575917223909516
3,9624885116,-0.904,0.1413,1.0307,-32.41,-6.72,51.1,Cut,Cut_3,1433701,1.3782322663470044,60.883302308596896,0.37823226634700435
3,9624925116,-0.8272,0.2269,0.8645,-32.9,-3.01,33.32,Cut,Cut_3,1473701,1.2178274508320135,46.922196240159096,0.2178274508320135
3,9624965156,-0.7971,0.3382,0.7767,-22.05,-0.63,21.0,Cut,Cut_3,1513741,1.1631898125413582,30.456516544082977,0.16318981254135823
3,9625005123,-0.7576,0.4333,0.6566,-16.59,-0.49,10.78,Cut,Cut_3,1553708,1.0921676656997314,19.79082110474449,0.09216766569973145
3,9625045127,-0.732,0.5007,0.5922,-16.17,0.7,3.5,Cut,Cut_3,1593712,1.0664076753287177,16.559254210259592,0.06640767532871772
3,9625085119,-0.721,0.5446,0.5146,-11.62,-0.56,-0.91,Cut,Cut_3,1633704,1.0398285050911038,11.66902309535807,0.039828505091103805
3,9625125119,-0.7086,0.5702,0.4802,-7.7,-0.7,-3.08,Cut,Cut_3,1673704,1.0285105930421914,8.322643810713036,0.02851059304219139
3,9625165120,-0.6573,0.6068,0.4304,-7.49,-3.01,-6.72,Cut,Cut_3,1713705,0.9927203483358241,10.503266158676547,0.007279651664175879
3,9625205116,-0.6229,0.6237,0.4502,-2.45,-5.04,-9.24,Cut,Cut_3,1753701,0.9897909577279437,10.806558193985724,0.010209042272056323
3,9625245116,-0.5988,0.7035,0.4451,-1.4,-6.93,-9.73,Cut,Cut_3,1793701,1.0254695022281257,12.027377103924197,0.025469502228125718
3,9625285144,-0.5929,0.6076,0.4414,5.95,-7.35,-7.91,Cut,Cut_3,1833729,0.9568396574139264,12.328548170810706,0.0431603425860736
3,9625325119,-0.5812,0.7327,0.407,-4.2,-7.42,-7.84,Cut,Cut_3,1873704,1.0199469250897324,11.58283212344891,0.019946925089732392
3,9625365117,-0.5732,0.7005,0.3982,4.06,-6.3,-4.76,Cut,Cut_3,1913702,0.9888486891329735,8.878693597596438,0.011151310867026476
3,9625405139,-0.5592,0.7078,0.4055,11.48,-2.45,-3.29,Cut,Cut_3,1953724,0.98899733568903,12.190857229907992,0.011002664310969967
4,9629975411,-0.456,0.0798,1.2912,-40.32,-226.31,26.32,Cut,Cut_4,0,1.3716783442192269,231.37558406193165,0.37167834421922685
4,9630007726,-0.4824,-0.0688,1.1456,-25.13,-236.53,19.25,Cut,Cut_4,32315,1.244926728767601,238.6388910047983,0.2449267287676009
4,9630047730,-0.4612,-0.0512,0.9545,-29.12,-250.53,4.9,Cut,Cut_4,72319,1.0613185808229308,252.26427670203324,0.061318580822930846
4,9630087718,-0.303,-0.0483,0.5966,-31.29,-261.52,-10.08,Cut,Cut_4,112307,0.6708751374138112,263.5780356934166,0.3291248625861888
4,9630127716,-0.1574,0.0381,0.2196,-13.65,-271.04,-29.26,Cut,Cut_4,152305,0.2728562442019607,272.9563183001998,0.7271437557980394
4,9630167721,-0.1405,0.0242,-0.0622,11.62,-272.37,-48.16,Cut,Cut_4,192310,0.1555465525172448,276.8389909315521,0.8444534474827552
4,9630207718,-0.019,0.0747,-0.2547,17.5,-265.86,-70.7,Cut,Cut_4,232307,0.26610745949709863,275.65608935773577,0.7338925405029013
4,9630247749,0.0922,0.1449,-0.4055,11.2,-253.47,-95.69,Cut,Cut_4,272338,0.44037154767309844,271.1624181187356,0.5596284523269015
4,9630287749,0.0666,0.2503,-0.4553,14.21,-228.9,-123.83,Cut,Cut_4,312338,0.5238165136763063,260.6357669238817,0.47618348632369367
4,9630327720,0.1566,0.3806,-0.5212,-7.49,-197.47,-154.14,Cut,Cut_4,352309,0.6641004140941338,250.61851607572814,0.3358995859058662
4,9630367719,0.4538,0.5739,-0.6749,-3.99,-160.79,-180.04,Cut,Cut_4,392308,0.9953821678129461,241.42026799753162,0.004617832187053916
4,9630407724,0.8389,0.7488,-0.7803,33.46,-117.25,-208.88,Cut,Cut_4,432313,1.3686938079789797,241.86357414873368,0.36869380797897966
4,9630447718,1.147,0.612,-0.8989,12.04,-47.25,-248.43,Cut,Cut_4,472307,1.5805613591379488,253.16988170001582,0.5805613591379488
4,9630487717,1.71,0.9121,-1.1829,40.74,48.44,-262.22,Cut,Cut_4,512306,2.2705239087047726,269.75082872903283,1.2705239087047726
4,9630527716,2.349,0.9714,-1.1697,90.51,156.52,-295.47,Cut,Cut_4,552305,2.7981452875074235,346.4001896650751,1.7981452875074235
4,9630567719,2.8416,0.9919,-0.9867,112.91,298.69,-339.99,Cut,Cut_4,592308,3.1673542681550484,466.4306854185303,2.1673542681550484
4,9630607717,3.5502,0.7613,-1.0146,176.47,468.51,-331.17,Cut,Cut_4,632306,3.7700014442968057,600.2639835105884,2.7700014442968057
4,9630647720,4.048,0.2496,-0.885,215.04,666.12,-230.23,Cut,Cut_4,672309,4.151123843009264,736.8608477182106,3.1511238430092643
4,9630687741,5.4212,0.1706,-0.3287,319.34,856.24,-48.16,Cut,Cut_4,712330,5.433834510729969,915.1198603461735,4.433834510729969
4,9630727722,9.0483,1.5138,1.8205,697.2,882.07,309.89,Cut,Cut_4,752311,9.352943043769699,1166.262036165115,8.352943043769699
4,9630767719,5.9848,-1.6177,2.939,737.73,482.86,575.89,Cut,Cut_4,792308,6.860940557241404,1053.113775714666,5.860940557241404
4,9630807718,1.5687,-1.1997,2.4749,49.35,101.43,385.07,Cut,Cut_4,832307,3.16626432724749,401.2510090953043,2.16626432724749
4,9630847719,-0.041,-0.4429,2.1235,-14.42,22.19,212.38,Cut,Cut_4,872308,2.1695837527046518,214.02242148896457,1.1695837527046518
4,9630887718,-0.3814,-1.2722,1.9237,-54.46,22.12,114.17,Cut,Cut_4,912307,2.3376442180109445,128.4132972086614,1.3376442180109445
4,9630927716,-0.4019,-0.1237,1.6382,-60.55,25.97,59.15,Cut,Cut_4,952305,1.6913085289207288,88.54075841102785,0.6913085289207288
4,9630967759,-0.4443,-0.4311,1.4435,-86.24,25.13,33.25,Cut,Cut_4,992348,1.5706501679240987,95.78317701976688,0.5706501679240987
4,9631007722,-0.4853,0.0081,1.2122,-63.14,26.95,15.33,Cut,Cut_4,1032311,1.3057605216884143,70.34181544430027,0.3057605216884143
4,9631047719,-0.4787,0.0059,1.0973,-50.12,23.03,1.26,Cut,Cut_4,1072308,1.1971866145259058,55.17230192768831,0.1971866145259058
4,9631087723,-0.5541,0.1962,1.0219,-48.23,13.93,-9.66,Cut,Cut_4,1112312,1.178898155058358,51.122337583486924,0.17889815505835793
4,9631127717,-0.5102,0.2833,0.9457,-41.58,5.04,-18.76,Cut,Cut_4,1152306,1.1112656838038328,45.89374249284972,0.11126568380383284
4,9631167716,-0.4282,0.3733,0.9267,-37.17,-3.36,-24.78,Cut,Cut_4,1192305,1.0869595300654022,44.79896092545005,0.08695953006540225
4,9631207717,-0.478,0.459,0.8374,-28.56,-10.36,-28.21,Cut,Cut_4,1232306,1.0678968864080465,41.45850093768466,0.06789688640804648
4,9631247718,-0.5263,0.5007,0.7993,-23.38,-12.6,-29.33,Cut,Cut_4,1272307,1.0800799368565273,39.568084361009944,0.08007993685652726
