Recording Key,Recording ID,Shot Type,Sample Count,acceleration_x_mean,acceleration_x_std,acceleration_x_min,acceleration_x_max,acceleration_x_range,acceleration_x_median,acceleration_x_q25,acceleration_x_q75,acceleration_x_rms,acceleration_x_energy,acceleration_x_total_abs_change,acceleration_x_max_step_change,acceleration_x_peak_time_step,acceleration_x_zero_crossings,acceleration_x_first_value,acceleration_x_last_value,acceleration_y_mean,acceleration_y_std,acceleration_y_min,acceleration_y_max,acceleration_y_range,acceleration_y_median,acceleration_y_q25,acceleration_y_q75,acceleration_y_rms,acceleration_y_energy,acceleration_y_total_abs_change,acceleration_y_max_step_change,acceleration_y_peak_time_step,acceleration_y_zero_crossings,acceleration_y_first_value,acceleration_y_last_value,acceleration_z_mean,acceleration_z_std,acceleration_z_min,acceleration_z_max,acceleration_z_range,acceleration_z_median,acceleration_z_q25,acceleration_z_q75,acceleration_z_rms,acceleration_z_energy,acceleration_z_total_abs_change,acceleration_z_max_step_change,acceleration_z_peak_time_step,acceleration_z_zero_crossings,acceleration_z_first_value,acceleration_z_last_value,gyroscope_x_mean,gyroscope_x_std,gyroscope_x_min,gyroscope_x_max,gyroscope_x_range,gyroscope_x_median,gyroscope_x_q25,gyroscope_x_q75,gyroscope_x_rms,gyroscope_x_energy,gyroscope_x_total_abs_change,gyroscope_x_max_step_change,gyroscope_x_peak_time_step,gyroscope_x_zero_crossings,gyroscope_x_first_value,gyroscope_x_last_value,gyroscope_y_mean,gyroscope_y_std,gyroscope_y_min,gyroscope_y_max,gyroscope_y_range,gyroscope_y_median,gyroscope_y_q25,gyroscope_y_q75,gyroscope_y_rms,gyroscope_y_energy,gyroscope_y_total_abs_change,gyroscope_y_max_step_change,gyroscope_y_peak_time_step,gyroscope_y_zero_crossings,gyroscope_y_first_value,gyroscope_y_last_value,gyroscope_z_mean,gyroscope_z_std,gyroscope_z_min,gyroscope_z_max,gyroscope_z_range,gyroscope_z_median,gyroscope_z_q25,gyroscope_z_q75,gyroscope_z_rms,gyroscope_z_energy,gyroscope_z_total_abs_change,gyroscope_z_max_step_change,gyroscope_z_peak_time_step,gyroscope_z_zero_crossings,gyroscope_z_first_value,gyroscope_z_last_value,acceleration_magnitude_mean,acceleration_magnitude_std,acceleration_magnitude_min,acceleration_magnitude_max,acceleration_magnitude_range,acceleration_magnitude_median,acceleration_magnitude_q25,acceleration_magnitude_q75,acceleration_magnitude_rms,acceleration_magnitude_energy,acceleration_magnitude_total_abs_change,acceleration_magnitude_max_step_change,acceleration_magnitude_peak_time_step,acceleration_magnitude_zero_crossings,acceleration_magnitude_first_value,acceleration_magnitude_last_value,gyroscope_magnitude_mean,gyroscope_magnitude_std,gyroscope_magnitude_min,gyroscope_magnitude_max,gyroscope_magnitude_range,gyroscope_magnitude_median,gyroscope_magnitude_q25,gyroscope_magnitude_q75,gyroscope_magnitude_rms,gyroscope_magnitude_energy,gyroscope_magnitude_total_abs_change,gyroscope_magnitude_max_step_change,gyroscope_magnitude_peak_time_step,gyroscope_magnitude_zero_crossings,gyroscope_magnitude_first_value,gyroscope_magnitude_last_value,dynamic_acceleration_mean,dynamic_acceleration_std,dynamic_acceleration_min,dynamic_acceleration_max,dynamic_acceleration_range,dynamic_acceleration_median,dynamic_acceleration_q25,dynamic_acceleration_q75,dynamic_acceleration_rms,dynamic_acceleration_energy,dynamic_acceleration_total_abs_change,dynamic_acceleration_max_step_change,dynamic_acceleration_peak_time_step,dynamic_acceleration_zero_crossings,dynamic_acceleration_first_value,dynamic_acceleration_last_value,acceleration_xy_correlation,acceleration_xz_correlation,acceleration_yz_correlation,gyroscope_xy_correlation,gyroscope_xz_correlation,gyroscope_yz_correlation
Cut_37,37,Cut,50,0.5388059999999999,1.9283353888792483,-0.5453,8.0388,8.5841,-0.30745,-0.46245,0.36124999999999996,1.98353717640986,196.72098651000002,18.3197,3.8598000000000003,29,2,-0.3023,-0.2606,0.152444,0.45903377189350186,-1.2093,0.8008,2.0101,0.254,-0.14002499999999998,0.515325,0.47930881151925425,11.48684684,8.325200000000002,1.7517,31,7,-0.4246,0.5834,0.7597619999999999,0.8411283039040902,-0.7562,2.5247,3.2809,0.8041,0.023099999999999996,1.359175,1.1272023703843068,63.529259190000005,9.431199999999999,1.6236,31,2,1.2312,0.8052,48.388200000000005,153.5080224678828,-106.96,515.76,622.72,8.68,-40.075,39.515,159.48302919746664,1271741.8300999997,1720.67,515.6899999999999,30,5,-9.17,10.08,24.347399999999997,271.05290616040253,-268.17,896.14,1164.31,5.984999999999999,-138.0575,24.8325,269.43103062936166,3629654.0133000007,2413.95,376.39,28,3,27.51,-3.92,-20.5002,148.5878918418321,-336.84,468.72,805.56,-6.6850000000000005,-61.32,5.495,148.5161693890601,1102852.6284999999,1714.51,215.32,30,6,17.85,3.22,1.7160314193165649,1.5939867931232692,0.2350494841517419,8.442563053954647,8.207513569802904,1.1806028010064717,0.9976159136714587,1.6891737171456986,2.331253278989651,271.73709254000005,17.91698862213535,3.0475873116551506,29,0,1.3369831300356785,1.0279177788130722,223.01712799127384,267.92538189921567,11.284555817576518,1012.428539206595,1001.1439833890186,142.15809715014979,34.05582654147425,275.3317508115584,346.53278263102317,6004248.471899998,2214.7462573875196,474.5086499065809,28,0,34.0516005497539,11.284555817576518,0.90017203545914,1.495697679926996,0.0083159575751962,7.442563053954647,7.43424709637945,0.414715704258385,0.08435031805834985,0.7437920555630988,1.732823999189436,150.13395060834353,17.236328698006968,3.0475873116551506,29,0,0.3369831300356785,0.0279177788130722,0.13076350581983012,-0.05730142194814198,-0.5848431363872775,0.8990147488440717,0.2772679178913861,0.3579463495972303
Cut_38,38,Cut,50,0.7510899999999999,2.121617336887987,-0.7993,8.317,9.1163,-0.1036,-0.2469,0.4337,2.230553991680094,248.76855549,18.811700000000002,3.2493999999999996,32,2,-0.0878,-0.1779,0.340778,0.4078310596062932,-0.997,1.1727,2.1697,0.18885000000000002,0.1063,0.7343500000000001,0.5283268827156157,13.956464749999999,11.456600000000002,2.1697,33,6,0.1135,0.8821,0.7957259999999999,0.9738912112505279,-1.15,3.4448,4.594799999999999,0.7353000000000001,0.352625,1.2843,1.2500698686873466,78.13373382999998,13.5099,2.4009,34,2,0.9919,0.3462,44.186800000000005,144.95774181464057,-114.17,610.61,724.78,4.9,-8.015,26.092499999999998,150.14980941712847,1127248.2633999998,2044.9799999999998,543.76,33,12,-7.91,-9.73,25.9336,296.3535905772022,-290.99,986.65,1277.6399999999999,-14.175,-129.5525,31.255000000000003,294.5190880808916,4337074.6622,2695.07,306.31999999999994,32,4,-27.37,-12.18,-49.4102,136.6670267548102,-449.68,233.59,683.27,0.98,-34.58,10.0975,144.03362989940928,1037284.3271000001,1468.5300000000002,208.74,29,4,-2.17,-15.26,1.86738259929899,1.8433712763534778,0.2565757003303314,8.763150806074263,8.50657510574393,1.1541895795321548,0.8955638944645157,2.018073396013856,2.610972056801834,340.85875407000003,20.641809982098017,2.9751560340377257,33,0,1.0022258727452609,0.964159354048904,224.3171764231668,285.2030236686359,7.696499204183679,1067.7646750571962,1060.0681758530125,71.77742610315016,25.206221036117597,298.5023537643161,360.599701960498,6501607.2527,2293.3221042613172,446.6236429915274,33,0,28.572607511391045,21.814969630966715,1.0510296661185583,1.7431342062388455,0.0022258727452608,7.763150806074263,7.760924933329002,0.42938660531747275,0.11648183848910101,1.0180733960138562,2.020497434495283,204.12049414010102,19.785355169812025,2.9751560340377257,33,0,0.0022258727452608,0.0358406459510959,-0.02506510711000065,-0.016844774524271786,-0.2877903121526006,0.8890850421003802,-0.2887314905127845,-0.17063795345433255
Cut_39,39,Cut,50,0.76566,2.2950272521613475,-0.6368,9.3498,9.9866,-0.0395,-0.534925,0.49005,2.397507522824485,287.40211609999994,21.023999999999997,3.5288999999999997,31,5,0.0015,-0.5183,-0.07257000000000001,0.6936076722176476,-3.2391,1.4215,4.6606000000000005,-0.011,-0.35645000000000004,0.270625,0.6904608430606329,23.836808790000003,16.075100000000003,3.2794,33,7,-0.049,0.3565,0.8375559999999999,0.8133621188571771,-0.6932,3.0158,3.709,0.78725,0.25605,1.286275,1.1618204813137012,67.49134154000001,11.1319,1.8160999999999998,32,2,0.8052,0.7935,59.046400000000006,156.65097014701186,-105.14,559.86,665.0,3.815,-8.4,44.205,165.93737756153675,1376760.6636,2395.8900000000003,620.0600000000001,32,13,-0.28,2.73,31.6624,296.6649252742899,-281.12,1004.43,1285.55,-5.32,-112.8575,14.5425,295.3851450293329,4362619.195200001,2759.75,392.9100000000001,30,5,-17.22,1.89,-31.5588,168.95064270963871,-343.14,486.29,829.4300000000001,-4.9,-106.96,7.035,170.2039692134117,1448469.5568,1705.06,259.41999999999996,32,3,3.15,-18.97,1.9419744612724639,1.9700151559464454,0.3557913714524286,9.544558487431464,9.188767115979037,1.094459975842328,0.9497020012809714,2.0551643524464596,2.75220008876535,378.73026643000003,21.697732442665306,2.3879945877926905,31,0,0.806690950736402,1.0126052488507058,243.2073057957676,293.82626186714555,7.9335049001056275,1095.9910417060898,1088.0575368059842,125.58888950468584,23.107107275118448,313.99431021375517,379.15298800352343,7187849.415599999,2350.405593410568,452.78840275380475,31,0,17.50797818138919,19.258398168072024,1.1163646555665998,1.8747479726828096,0.0071608186619547,8.544558487431464,8.53739766876951,0.40282610225892673,0.0621555464432755,1.0551643524464593,2.1657923275455273,234.5328203027536,21.41271200063121,2.3879945877926905,31,0,0.193309049263598,0.0126052488507057,0.2027089271602866,-0.07333303009019453,-0.6648982480315686,0.8223589283330546,0.4328222281527886,0.3397871365139802
Cut_4,4,Cut,50,0.512842,1.9693784447922256,-0.5754,9.0483,9.6237,-0.36785,-0.441925,0.14049999999999999,2.015909062085887,203.19446732999998,19.868,4.4161,20,2,-0.456,-0.3492,0.33493,0.5801076093875925,-1.6177,1.5138,3.1315,0.53325,0.04725,0.711325,0.6648100831064464,22.098622330000005,11.636899999999999,3.1315,21,4,0.0798,0.7181,0.5067079999999999,0.9367150312291418,-1.1829,2.939,4.1219,0.5380499999999999,-0.20657499999999998,0.9523,1.0567115718113436,55.8319673,9.1684,2.1492,21,2,1.2912,0.5322,37.4024,156.5557896981137,-86.24,737.73,823.97,2.485,-25.6025,13.1425,159.43167975029306,1270923.0254000002,1842.89,688.38,21,5,-40.32,13.51,23.254,254.24597027288357,-272.37,882.07,1154.44,-3.71,-40.5125,22.82,252.7626191666798,3194447.0824,2144.17,399.21000000000004,20,5,-226.31,2.38,-25.027800000000003,159.50870334248222,-339.99,575.89,915.88,-14.77,-48.16,-5.04,159.87669212865268,1278027.8342999998,1916.8100000000002,358.04999999999995,21,3,26.32,-5.81,1.681021625154301,1.68930230585739,0.1555465525172448,9.3529430437697,9.197396491252455,1.0646077336154887,0.9599904092683096,1.5780835613344864,2.3711813804936983,281.12505696000005,19.387015981881905,3.919108533039732,20,0,1.3716783442192269,0.9596067371585092,209.95566834868288,268.7586280916996,8.051521595325942,1166.262036165115,1158.210514569789,92.16196771539737,30.540705206566912,268.2076304701288,338.9217591745918,5743397.942100001,2197.5283461200283,651.8627666193617,20,0,231.37558406193165,14.897670958911664,0.8605029102923888,1.6035651066594208,0.0014979769674975,8.352943043769699,8.351445066802201,0.22105667164675336,0.0457260367461418,0.7322053443266858,1.805673804675528,163.02289444456986,19.252147201926938,3.91910853303973,20,0,0.3716783442192268,0.0403932628414909,0.03062217582739609,-0.054713442740328834,-0.5914871030975037,0.7654223456358386,0.3944446988223878,0.15185226508878955
Cut_40,40,Cut,50,0.53111,1.7685656057197012,-1.1302,6.4701,7.600300000000001,-0.1358,-0.37222500000000003,0.5219250000000001,1.8295752643168304,167.36728238999999,17.5343,3.4960000000000004,32,4,-0.0615,-0.2298,0.225836,0.49233356983215504,-1.1983,1.0438,2.2420999999999998,0.0827,-0.1246,0.713875,0.537165147789765,14.427319800000001,7.463500000000001,0.9267000000000001,34,9,-0.0212,0.8279,0.7478959999999999,0.9791530577983802,-0.9033,3.9045,4.8078,0.57865,0.38775000000000004,1.4109500000000001,1.2243015654649798,74.94571616,13.5851,2.8167,33,2,0.7093,0.385,33.262600000000006,140.9413585077141,-112.63,461.72,574.35,-0.7349999999999999,-34.7375,23.1875,143.43492519606235,1028678.8883,1695.89,439.74,33,9,5.88,-4.27,18.801999999999996,270.3899927881947,-278.04,872.48,1150.52,-7.455,-124.9325,32.3925,268.33197431539907,3600102.422,2769.48,354.76,31,6,-40.46,-0.98,-31.043600000000005,140.29822467871787,-334.67,409.5,744.1700000000001,-15.260000000000002,-63.6475,8.190000000000001,142.31523148278964,1012681.2556000001,1746.2200000000003,262.15000000000003,33,5,0.49,-14.49,1.7007809544115244,1.5125834475583737,0.3044314044247078,7.276343742567416,6.971912338142708,1.1956637711452192,0.9285248110700781,1.690875113800457,2.2660111136091103,256.74031835,17.29016934429117,3.0282584127103185,32,0,0.7122767580091324,0.9415155070417056,217.7482875867994,258.3600844475228,6.481334739079598,997.671748021362,991.1904132822824,109.83044204623073,38.81492966773091,279.48399346487696,335.9006569180834,5641462.5659,2415.0198296474305,539.0954005312839,31,0,40.887970113469805,15.137813580567045,0.8986725773817767,1.4017598475644186,0.0035096789230715,6.276343742567416,6.2728340636443445,0.44958010985431174,0.10398159099078673,0.6994584694452086,1.6532526903582982,136.66222290884755,17.00155801843241,3.0282584127103185,32,0,0.2877232419908676,0.0584844929582943,-0.09108208412834828,0.08688332639801015,-0.7137750258252322,0.9354882632403203,0.27455942139045103,0.3345038463366763
Cut_41,41,Cut,50,0.7827659999999999,1.9697838774653549,-0.7745,7.5813,8.3558,0.0827,-0.28400000000000003,0.64945,2.101230630892287,220.75850820999997,18.9677,3.1967,30,5,0.1252,-0.7005,0.30954000000000004,0.4230071292881143,-1.382,0.8762,2.2582,0.28805000000000003,0.09335,0.614525,0.5207411472123169,13.55856712,11.5146,1.9236999999999997,32,9,-0.0037,0.7459,0.8463400000000001,0.9727788913358326,-0.8352,3.7486,4.5838,0.79535,0.35957500000000003,1.26015,1.2820546757451494,82.18320958000001,13.9852,2.2077,31,4,1.0431,0.8989,44.73700000000001,146.40683539370693,-124.67,497.84,622.51,5.845,-47.652499999999996,60.322500000000005,151.68276563275077,1150383.0695,1985.34,470.75,31,8,10.85,89.25,16.4416,297.63681715809287,-308.7,1007.79,1316.49,-23.835,-117.67,4.445,295.1037913006202,4354312.381999999,2870.28,296.87,29,7,2.1,-32.34,-30.987599999999997,123.39175048600292,-337.89,330.82,668.71,-7.175,-30.4325,14.105,126.02081161459007,794062.248,1572.41,192.99,26,7,4.48,-27.37,1.860656377297888,1.7106996849423741,0.4617958964737561,7.888312546419544,7.426516649945788,1.197467374589884,0.9767571278289114,2.0156929348913923,2.515950257497155,316.50028491,19.217805894541844,2.6674826175644606,30,0,1.0505933276011226,1.362016251738576,233.48962162051032,270.0297613709118,3.632588608692154,1105.2344068567536,1101.6018182480614,101.12309527844315,50.37965160326826,305.053968641662,354.92978740872115,6298757.6995,2537.219795618487,448.9880222091001,29,0,11.924885743687442,98.79552115354218,1.0101372911867508,1.625157950426608,0.0008688424435958,6.888312546419544,6.887443703975949,0.3590246171878989,0.1424023125935605,1.0156929348913923,1.8996560066507366,180.4346471802112,18.646665483421952,2.6674826175644606,30,0,0.0505933276011225,0.3620162517385759,-0.22820207219757985,0.06058147002036538,-0.5153053448927786,0.9037777416296421,-0.020271626818141167,0.13025491984470786
Cut_42,42,Cut,50,0.535734,1.7221880414301158,-1.016,6.8932,7.9092,-0.0494,-0.2866,0.27265,1.7870713292423444,159.68119679,17.789,2.4266,32,5,0.0007,-0.0637,0.30026600000000003,0.44449937196530553,-0.9838,1.2195,2.2033,0.16945,-0.00095,0.733125,0.5327173440014883,14.189388430000001,8.8514,2.2033,33,12,0.0095,0.8967,0.7662279999999998,0.9354100242597971,-0.9296,3.3518,4.2814,0.75725,0.43335,1.132575,1.2019140664789643,72.22987116,11.5862,1.9017,34,2,0.9941,0.4319,31.388,148.57149524723778,-139.51,612.43,751.9399999999999,6.055,-20.37,14.0875,150.39024556133953,1130861.2980000002,1916.8099999999997,430.64,33,6,13.09,6.16,22.3384,249.58927246177868,-281.54,831.04,1112.58,3.5700000000000003,-111.2125,40.285,248.08851836390977,3077395.6471999995,2360.75,354.27,32,3,-4.13,9.66,-46.8104,132.9902778702263,-417.76,249.27,667.03,2.0300000000000002,-62.16,8.469999999999999,139.7279473691645,976194.9638000001,1515.2199999999998,242.33999999999997,29,4,12.88,2.52,1.6975740348083321,1.4428753619587205,0.2665997936983448,7.053134699550265,6.78653490585192,1.0822124476381023,0.9880665686773413,1.8156506666286116,2.2185601473928984,246.10045638,16.408923303833284,2.2330811749511854,32,0,0.9941456382240984,0.9973295292931018,204.83511798819814,250.98095833691298,9.708321173096818,919.4467837781586,909.7384626050618,75.23617028123576,16.434773007128285,290.6624566703325,322.00782316583553,5184451.909,2097.6199957646554,473.0191263223476,33,0,18.82284250584911,11.730797074367963,0.8237808272358806,1.3733045973133355,0.001596449325224,6.053134699550265,6.0515382502250405,0.2668065103009438,0.0362286297596687,0.8289013720667098,1.589610347847338,126.34305289916676,16.107252594186207,2.233081174951185,32,0,0.0058543617759015,0.0026704707068981,-0.04143865009640035,-0.027474430693610517,-0.38872070790218843,0.8858846797902401,-0.04892260078435118,-0.17556634308487426
Cut_43,43,Cut,50,0.6063860000000001,1.744032991053103,-0.8901,6.3713,7.2614,0.0626,-0.322625,0.341325,1.8298967275231681,167.42610167,15.893799999999999,2.9894,34,3,0.0827,-0.3221,0.31913400000000003,0.4187428048044649,-0.6398,1.1558,1.7955999999999999,0.1643,0.03585,0.7308749999999999,0.5231492481118557,13.684256789999997,8.9158,1.169,29,4,0.0329,0.7781,0.804332,0.9875368817581717,-0.9084,3.2142,4.1226,0.7785,0.20077499999999998,1.11975,1.2659678025921512,80.13372386,11.7516,2.1682,35,2,0.9911,0.4729,35.876400000000004,122.77847306429575,-137.76,495.25,633.01,9.205,-17.22,33.075,126.72875938791478,803008.9228,1872.43,254.8,35,6,11.69,12.46,19.9164,277.2015617704922,-299.67,887.25,1186.92,2.17,-146.29999999999998,32.0775,275.13733792417196,3785027.7359999996,2547.23,329.07,33,5,8.47,-8.54,-52.25500000000001,117.6822699050286,-391.3,141.89,533.19,-7.175,-58.2225,8.1375,127.68210266908986,815135.9671000001,1225.21,192.07999999999998,30,6,3.71,18.48,1.7566948243401472,1.477347644182634,0.2933064097492586,6.810084788018428,6.516778378269169,1.1590046738897224,0.9818245681168043,1.9163925810218823,2.2858000013999473,261.24408231999996,15.951044848249275,2.32212751966158,34,0,0.9950883930586268,0.9658273292882118,215.09828890600429,251.11217638799485,6.156021442457782,929.7198277438208,923.563806301363,105.55993176311762,30.4826756079175,305.8578024729226,328.73006025917374,5403172.6259,2056.0381022809,400.81011681384797,33,0,14.90506960735172,23.86825506818628,0.9035506002017257,1.3905982821216192,0.0028460650431147,5.810084788018428,5.807238722975313,0.30947995359265557,0.0542522283808338,0.9163925810218824,1.6466608629950812,135.57459988598526,15.365805020704233,2.32212751966158,34,0,0.0049116069413732,0.0341726707117882,0.07007157488521724,-0.06328727420457567,-0.4054837502870061,0.8862636479028955,-0.17815224781761116,-0.17255935604754702
Cut_44,44,Cut,50,0.533984,1.7573005634640366,-0.8184,6.82,7.638400000000001,-0.0344,-0.4537,0.2884,1.8197478059335586,165.57410386,16.6733,3.0172999999999996,35,5,0.0725,-0.3784,0.191812,0.281247489704897,-0.866,0.661,1.5270000000000001,0.16285,0.0251,0.414825,0.3380976054336972,5.71549954,7.403000000000001,0.9202,37,9,-0.0725,0.5519,0.7860119999999999,1.003296925069075,-1.0804,3.4887,4.569100000000001,0.87365,0.1153,1.29105,1.2666047092917347,80.21437448,13.0345,2.4047,36,2,1.3322,0.7371,38.486,144.77855158827913,-149.17,627.48,776.65,12.81,-41.9825,25.9175,148.40075679052316,1101139.2308000003,2080.75,331.72999999999996,36,8,10.36,14.77,15.675799999999997,268.5011156066209,-259.42,874.23,1133.65,-5.74,-164.48250000000002,22.9775,266.2643851625673,3544836.1402999996,2463.51,346.08,34,7,4.76,-6.51,-29.8578,131.6565693081815,-373.03,296.59,669.6199999999999,-0.24500000000000002,-29.295,16.52,133.70965342113485,893913.5708999999,1428.9799999999998,213.70999999999998,31,6,1.61,0.35,1.697769807243088,1.4803671770170939,0.0733738372991354,7.0903948641806975,7.0170210268815625,1.1753435864787176,0.9689062948053377,1.831717908816163,2.242783885620726,251.50397788000004,17.08095532799702,2.5325456380472158,35,0,1.3361397157483197,0.9955383367806586,216.4324106922187,255.4603496570312,7.582328138507328,948.9980780802456,941.4157499417382,136.52742991345124,29.42564301822393,273.7837242049509,332.86300311088945,5539888.942000001,2101.235171002574,417.47260028168796,35,0,11.514308489874672,16.144828893487848,0.8978102449805173,1.3659401737585726,0.0044616632193413,6.0903948641806975,6.085933200961356,0.35263093805619866,0.11780057866067385,0.8801253774647841,1.623126594912986,131.72699715569124,16.58209210299716,2.532545638047216,35,0,0.3361397157483194,0.0044616632193413,0.08580930125408777,-0.09548561213845068,-0.512797653065219,0.8951912062027068,-0.01801214973068548,-0.038898522256502276
Cut_45,45,Cut,50,0.5434499999999999,2.046019332329317,-1.2832,8.0696,9.352799999999998,-0.22145,-0.482725,0.420725,2.0970953980684808,219.89045543,20.972399999999997,4.7295,35,4,-0.3045,-0.3697,0.06532,0.5448505048662993,-1.4384,1.8395,3.2779,0.0006999999999999992,-0.15405,0.43665,0.5433153169201104,14.759576679999999,12.8305,2.2977,34,10,0.0425,0.5856,0.8683679999999999,0.9236459456050533,-0.6881,2.9478,3.6359,0.83665,0.383975,1.332575,1.261000547026051,79.50611898000001,13.714,1.8723999999999998,36,2,0.7027,0.6317,42.9772,170.02076400251826,-121.73,883.82,1005.5500000000001,-0.105,-35.175,28.5425,173.71228715321206,1508797.9354,2835.7,553.28,35,12,3.29,3.29,20.251000000000005,278.7308961166666,-281.33,967.05,1248.3799999999999,-7.035,-124.32,32.620000000000005,276.6716414849921,3827359.8601000006,2967.9999999999995,468.79,34,7,28.42,-6.16,-28.022399999999998,165.00186934698647,-397.81,478.73,876.54,-1.2950000000000002,-26.46,12.145,165.72977841051983,1373317.9726000002,1969.1000000000001,338.17,35,7,2.17,-8.61,1.8501309907544314,1.7083642787855988,0.3345019282455633,8.521515801780808,8.187013873535244,1.2542774053749604,0.9365218184082589,2.211317748839771,2.506615850464526,314.1561510899999,22.19448482775026,3.8401925476143104,35,0,0.7670161601948162,0.9373635047301554,232.6562458364128,285.8224556581868,2.784205452189188,1243.2697733798568,1240.4855679276677,96.18509896598309,37.55958222845698,306.86466308515446,366.3188711518969,6709475.7681,2933.413831998998,623.9431722234071,35,0,28.691974487650725,11.086108424510378,1.0451875106776611,1.5941359721711226,0.0015288236508778,7.521515801780808,7.51998697812993,0.5090505467419181,0.16564010944805443,1.2113177488397706,1.892844695238132,179.14305201455684,21.439739667828686,3.8401925476143104,35,0,0.2329838398051837,0.0626364952698446,0.189504113710119,-0.12352077282482182,-0.5861106535072749,0.8312982735562728,0.25768254193822343,0.18675847391160055
Cut_46,46,Cut,50,0.439524,1.5647643001175766,-1.1514,6.1386,7.29,-0.09625,-0.324675,0.403525,1.610185987766631,129.63494576000002,16.210200000000004,3.6037000000000003,34,2,-0.3411,-0.0783,0.346146,0.5118853830613224,-1.3344,1.1617,2.4961,0.14715,0.0055000000000000005,0.87165,0.6136800190653106,18.83015829,12.1794,2.2553,36,10,0.0527,0.8857,0.736768,0.9021884384910609,-0.9128,3.0349,3.9476999999999998,0.57975,0.30962500000000004,1.20025,1.157796262215421,67.02460924,14.3941,1.9054,35,2,0.7576,0.3023,38.2032,146.87382105739604,-101.36,607.53,708.89,1.435,-30.73,29.294999999999998,150.33284875901208,1129998.2708,2152.15,633.01,35,11,15.96,-3.29,20.407799999999998,257.89396201152135,-265.65,841.54,1107.19,-9.45,-138.8625,42.087500000000006,256.11635642808915,3279779.4015,2669.0999999999995,327.17999999999995,34,7,35.84,-21.56,-51.272200000000005,140.08007724869373,-424.13,276.85,700.98,-0.31500000000000006,-65.17,9.065,147.84727922420487,1092940.8987,1652.3500000000001,210.20999999999998,30,10,-0.07,-0.84,1.6404655785602673,1.2851851892915724,0.2987843034699112,6.449079001686985,6.150294698217074,1.2996735275394253,0.9207903533284221,1.9075708310063972,2.076004399272795,215.48971328999997,18.19266128151233,2.695298468609109,35,0,0.832516822652852,0.9391382592568572,216.3257474939215,254.06399320658886,14.294061704078375,987.8918661979152,973.5978044938369,76.91717968257092,35.939133667103036,297.17164889964897,331.7444369088953,5502718.5709999995,2280.391979294297,555.3186818903271,34,0,39.23304856877681,21.825748555318786,0.8413686360622052,1.1609997130069996,0.0084333960847612,5.449079001686985,5.440645605602223,0.4555074993810992,0.18362319548929246,0.9075708310063972,1.4243816583624858,101.44315543397323,17.178385418756257,2.695298468609109,35,0,0.167483177347148,0.0608617407431426,0.08424107905479603,-0.10833188845247947,-0.3749096260131529,0.889636777343533,-0.07830773397651054,0.057491103037803575
Cut_47,47,Cut,50,0.696632,2.1292229074400235,-0.9684,8.7101,9.678500000000001,-0.17020000000000002,-0.304875,0.46537500000000004,2.2199582269042812,246.41072646,20.9509,4.2917000000000005,30,4,-0.0183,-0.224,0.23662,0.46540820397424304,-0.6515,1.1456,1.7971,0.15595,-0.15665,0.72355,0.5179398853148887,13.413086240000002,9.639100000000001,1.2313,25,10,0.06,0.7481,0.935028,1.038660243606628,-0.8608,3.5692,4.43,0.7242999999999999,0.543875,1.4528500000000002,1.3897899698875367,96.57580802,16.3233,2.8709,31,2,0.9494,0.5995,47.5146,137.32048520887187,-112.56,561.19,673.75,5.25,-20.2825,39.7775,144.0049115759598,1036870.7278999999,2268.7000000000003,231.00000000000006,30,8,103.11,30.59,29.561000000000003,300.5334963860102,-301.63,1046.71,1348.3400000000001,-1.4,-97.78999999999999,37.9925,298.97797163336304,4469391.376100001,3132.71,390.88,29,5,98.14,-6.79,-27.749399999999994,150.01672712734404,-442.4,347.55,789.95,5.46,-2.0825,16.0475,151.07927472026068,1141247.3625,1702.8899999999999,213.99,26,6,10.15,0.7,1.9448498122977045,1.84765477990884,0.4256137333310569,9.420615930500512,8.995002197169455,1.2204588324346552,0.9788817385210966,2.2180607366355076,2.6698300347400394,356.39962072000003,24.39374628090594,3.7122903756639625,30,0,0.9514700468222844,0.9844947231956096,229.87321398958477,285.907960821879,8.159129855566707,1102.7817906548876,1094.6226607993208,90.46205516171936,30.37325441070028,317.7195837865282,364.62335269425625,6647509.4665,2624.216900935833,401.7933005560911,29,0,142.71003538644365,31.342338776804773,1.077227528467613,1.7721984622232003,0.0027089642436366,8.420615930500512,8.417906966256876,0.47520964115435405,0.08868312041944942,1.2180607366355074,2.058711439178544,211.9146394902296,22.898081894524065,3.7122903756639625,30,0,0.0485299531777155,0.0155052768043904,0.13858865872583911,-0.026548685316041275,-0.524948704063695,0.8714335148484613,0.07111793405505493,0.18879388274027828
